Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBSH","Food Balances (old methodology and population)","35","Cabo Verde","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2010","2010","g/capita/day","27.01","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","35","Cabo Verde","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2011","2011","g/capita/day","27.81","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","35","Cabo Verde","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2012","2012","g/capita/day","27.4","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","35","Cabo Verde","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2013","2013","g/capita/day","27.93","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","115","Cambodia","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2007","2007","kcal/capita/day","2158","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","115","Cambodia","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2008","2008","kcal/capita/day","2178","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","115","Cambodia","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2009","2009","kcal/capita/day","2187","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","115","Cambodia","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2010","2010","kcal/capita/day","2203","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","115","Cambodia","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2011","2011","kcal/capita/day","2201","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","115","Cambodia","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2012","2012","kcal/capita/day","2223","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","115","Cambodia","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2013","2013","kcal/capita/day","2266","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","115","Cambodia","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2007","2007","g/capita/day","43.3","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","115","Cambodia","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2008","2008","g/capita/day","43.43","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","115","Cambodia","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2009","2009","g/capita/day","44.09","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","115","Cambodia","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2010","2010","g/capita/day","44.89","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","115","Cambodia","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2011","2011","g/capita/day","45.44","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","115","Cambodia","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2012","2012","g/capita/day","45.89","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","115","Cambodia","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2013","2013","g/capita/day","46.55","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","115","Cambodia","664","Food supply (kcal/capita/day)","2941","Animal Products","2007","2007","kcal/capita/day","230","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","115","Cambodia","664","Food supply (kcal/capita/day)","2941","Animal Products","2008","2008","kcal/capita/day","225","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","115","Cambodia","664","Food supply (kcal/capita/day)","2941","Animal Products","2009","2009","kcal/capita/day","230","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","115","Cambodia","664","Food supply (kcal/capita/day)","2941","Animal Products","2010","2010","kcal/capita/day","215","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","115","Cambodia","664","Food supply (kcal/capita/day)","2941","Animal Products","2011","2011","kcal/capita/day","225","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","115","Cambodia","664","Food supply (kcal/capita/day)","2941","Animal Products","2012","2012","kcal/capita/day","210","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","115","Cambodia","664","Food supply (kcal/capita/day)","2941","Animal Products","2013","2013","kcal/capita/day","210","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","115","Cambodia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2007","2007","g/capita/day","18.1","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","115","Cambodia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2008","2008","g/capita/day","17.52","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","115","Cambodia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2009","2009","g/capita/day","18.29","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","115","Cambodia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2010","2010","g/capita/day","17.98","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","115","Cambodia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2011","2011","g/capita/day","19.34","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","115","Cambodia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2012","2012","g/capita/day","18.89","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","115","Cambodia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2013","2013","g/capita/day","19.11","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","32","Cameroon","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2007","2007","kcal/capita/day","2240","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","32","Cameroon","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2008","2008","kcal/capita/day","2304","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","32","Cameroon","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2009","2009","kcal/capita/day","2349","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","32","Cameroon","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2010","2010","kcal/capita/day","2377","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","32","Cameroon","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2011","2011","kcal/capita/day","2435","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","32","Cameroon","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2012","2012","kcal/capita/day","2494","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","32","Cameroon","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2013","2013","kcal/capita/day","2545","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","32","Cameroon","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2007","2007","g/capita/day","50.87","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","32","Cameroon","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2008","2008","g/capita/day","52.59","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","32","Cameroon","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2009","2009","g/capita/day","53.93","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","32","Cameroon","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2010","2010","g/capita/day","54.12","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","32","Cameroon","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2011","2011","g/capita/day","55.97","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","32","Cameroon","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2012","2012","g/capita/day","57.13","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","32","Cameroon","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2013","2013","g/capita/day","58.27","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","32","Cameroon","664","Food supply (kcal/capita/day)","2941","Animal Products","2007","2007","kcal/capita/day","138","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","32","Cameroon","664","Food supply (kcal/capita/day)","2941","Animal Products","2008","2008","kcal/capita/day","142","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","32","Cameroon","664","Food supply (kcal/capita/day)","2941","Animal Products","2009","2009","kcal/capita/day","143","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","32","Cameroon","664","Food supply (kcal/capita/day)","2941","Animal Products","2010","2010","kcal/capita/day","134","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","32","Cameroon","664","Food supply (kcal/capita/day)","2941","Animal Products","2011","2011","kcal/capita/day","138","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","32","Cameroon","664","Food supply (kcal/capita/day)","2941","Animal Products","2012","2012","kcal/capita/day","128","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","32","Cameroon","664","Food supply (kcal/capita/day)","2941","Animal Products","2013","2013","kcal/capita/day","127","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","32","Cameroon","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2007","2007","g/capita/day","12.6","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","32","Cameroon","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2008","2008","g/capita/day","12.93","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","32","Cameroon","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2009","2009","g/capita/day","13.48","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","32","Cameroon","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2010","2010","g/capita/day","11.98","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","32","Cameroon","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2011","2011","g/capita/day","12.67","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","32","Cameroon","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2012","2012","g/capita/day","11.87","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","32","Cameroon","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2013","2013","g/capita/day","11.7","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","33","Canada","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2007","2007","kcal/capita/day","2574","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","33","Canada","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2008","2008","kcal/capita/day","2566","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","33","Canada","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2009","2009","kcal/capita/day","2554","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","33","Canada","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2010","2010","kcal/capita/day","2570","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","33","Canada","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2011","2011","kcal/capita/day","2580","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","33","Canada","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2012","2012","kcal/capita/day","2601","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","33","Canada","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2013","2013","kcal/capita/day","2630","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","33","Canada","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2007","2007","g/capita/day","45.8","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","33","Canada","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2008","2008","g/capita/day","46.98","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","33","Canada","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2009","2009","g/capita/day","46.35","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","33","Canada","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2010","2010","g/capita/day","48.05","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","33","Canada","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2011","2011","g/capita/day","47.57","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","33","Canada","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2012","2012","g/capita/day","49.19","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","33","Canada","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2013","2013","g/capita/day","50.25","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","33","Canada","664","Food supply (kcal/capita/day)","2941","Animal Products","2007","2007","kcal/capita/day","909","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","33","Canada","664","Food supply (kcal/capita/day)","2941","Animal Products","2008","2008","kcal/capita/day","899","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","33","Canada","664","Food supply (kcal/capita/day)","2941","Animal Products","2009","2009","kcal/capita/day","886","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","33","Canada","664","Food supply (kcal/capita/day)","2941","Animal Products","2010","2010","kcal/capita/day","876","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","33","Canada","664","Food supply (kcal/capita/day)","2941","Animal Products","2011","2011","kcal/capita/day","895","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","33","Canada","664","Food supply (kcal/capita/day)","2941","Animal Products","2012","2012","kcal/capita/day","884","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","33","Canada","664","Food supply (kcal/capita/day)","2941","Animal Products","2013","2013","kcal/capita/day","864","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","33","Canada","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2007","2007","g/capita/day","58.6","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","33","Canada","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2008","2008","g/capita/day","57.72","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","33","Canada","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2009","2009","g/capita/day","56.79","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","33","Canada","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2010","2010","g/capita/day","56.08","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","33","Canada","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2011","2011","g/capita/day","56.32","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","33","Canada","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2012","2012","g/capita/day","55.41","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","33","Canada","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2013","2013","g/capita/day","54.7","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","37","Central African Republic","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2007","2007","kcal/capita/day","1839","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","37","Central African Republic","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2008","2008","kcal/capita/day","1879","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","37","Central African Republic","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2009","2009","kcal/capita/day","1882","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","37","Central African Republic","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2010","2010","kcal/capita/day","1898","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","37","Central African Republic","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2011","2011","kcal/capita/day","1886","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","37","Central African Republic","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2012","2012","kcal/capita/day","1852","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","37","Central African Republic","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2013","2013","kcal/capita/day","1673","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","37","Central African Republic","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2007","2007","g/capita/day","30.79","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","37","Central African Republic","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2008","2008","g/capita/day","31.55","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","37","Central African Republic","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2009","2009","g/capita/day","32.23","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","37","Central African Republic","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2010","2010","g/capita/day","33.02","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","37","Central African Republic","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2011","2011","g/capita/day","32.42","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","37","Central African Republic","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2012","2012","g/capita/day","31.83","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","37","Central African Republic","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2013","2013","g/capita/day","28.94","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","37","Central African Republic","664","Food supply (kcal/capita/day)","2941","Animal Products","2007","2007","kcal/capita/day","251","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","37","Central African Republic","664","Food supply (kcal/capita/day)","2941","Animal Products","2008","2008","kcal/capita/day","255","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","37","Central African Republic","664","Food supply (kcal/capita/day)","2941","Animal Products","2009","2009","kcal/capita/day","257","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","37","Central African Republic","664","Food supply (kcal/capita/day)","2941","Animal Products","2010","2010","kcal/capita/day","266","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","37","Central African Republic","664","Food supply (kcal/capita/day)","2941","Animal Products","2011","2011","kcal/capita/day","268","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","37","Central African Republic","664","Food supply (kcal/capita/day)","2941","Animal Products","2012","2012","kcal/capita/day","263","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","37","Central African Republic","664","Food supply (kcal/capita/day)","2941","Animal Products","2013","2013","kcal/capita/day","206","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","37","Central African Republic","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2007","2007","g/capita/day","19.7","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","37","Central African Republic","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2008","2008","g/capita/day","19.7","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","37","Central African Republic","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2009","2009","g/capita/day","19.92","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","37","Central African Republic","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2010","2010","g/capita/day","21","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","37","Central African Republic","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2011","2011","g/capita/day","21.28","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","37","Central African Republic","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2012","2012","g/capita/day","20.97","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","37","Central African Republic","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2013","2013","g/capita/day","17.13","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","39","Chad","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2007","2007","kcal/capita/day","1903","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","39","Chad","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2008","2008","kcal/capita/day","1904","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","39","Chad","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2009","2009","kcal/capita/day","1899","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","39","Chad","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2010","2010","kcal/capita/day","1933","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","39","Chad","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2011","2011","kcal/capita/day","1938","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","39","Chad","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2012","2012","kcal/capita/day","2002","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","39","Chad","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2013","2013","kcal/capita/day","1991","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","39","Chad","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2007","2007","g/capita/day","50.99","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","39","Chad","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2008","2008","g/capita/day","51.78","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","39","Chad","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2009","2009","g/capita/day","51.68","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","39","Chad","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2010","2010","g/capita/day","52.14","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","39","Chad","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2011","2011","g/capita/day","51.99","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","39","Chad","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2012","2012","g/capita/day","52.83","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","39","Chad","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2013","2013","g/capita/day","53.02","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","39","Chad","664","Food supply (kcal/capita/day)","2941","Animal Products","2007","2007","kcal/capita/day","124","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","39","Chad","664","Food supply (kcal/capita/day)","2941","Animal Products","2008","2008","kcal/capita/day","122","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","39","Chad","664","Food supply (kcal/capita/day)","2941","Animal Products","2009","2009","kcal/capita/day","122","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","39","Chad","664","Food supply (kcal/capita/day)","2941","Animal Products","2010","2010","kcal/capita/day","124","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","39","Chad","664","Food supply (kcal/capita/day)","2941","Animal Products","2011","2011","kcal/capita/day","124","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","39","Chad","664","Food supply (kcal/capita/day)","2941","Animal Products","2012","2012","kcal/capita/day","122","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","39","Chad","664","Food supply (kcal/capita/day)","2941","Animal Products","2013","2013","kcal/capita/day","119","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","39","Chad","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2007","2007","g/capita/day","9.9","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","39","Chad","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2008","2008","g/capita/day","9.64","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","39","Chad","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2009","2009","g/capita/day","9.57","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","39","Chad","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2010","2010","g/capita/day","9.94","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","39","Chad","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2011","2011","g/capita/day","10.16","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","39","Chad","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2012","2012","g/capita/day","9.94","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","39","Chad","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2013","2013","g/capita/day","9.7","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","40","Chile","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2007","2007","kcal/capita/day","2219","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","40","Chile","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2008","2008","kcal/capita/day","2216","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","40","Chile","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2009","2009","kcal/capita/day","2208","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","40","Chile","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2010","2010","kcal/capita/day","2236","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","40","Chile","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2011","2011","kcal/capita/day","2241","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","40","Chile","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2012","2012","kcal/capita/day","2228","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","40","Chile","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2013","2013","kcal/capita/day","2225","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","40","Chile","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2007","2007","g/capita/day","40.97","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","40","Chile","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2008","2008","g/capita/day","41.19","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","40","Chile","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2009","2009","g/capita/day","40.4","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","40","Chile","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2010","2010","g/capita/day","42.11","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","40","Chile","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2011","2011","g/capita/day","42.4","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","40","Chile","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2012","2012","g/capita/day","42.07","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","40","Chile","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2013","2013","g/capita/day","42.09","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","40","Chile","664","Food supply (kcal/capita/day)","2941","Animal Products","2007","2007","kcal/capita/day","714","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","40","Chile","664","Food supply (kcal/capita/day)","2941","Animal Products","2008","2008","kcal/capita/day","726","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","40","Chile","664","Food supply (kcal/capita/day)","2941","Animal Products","2009","2009","kcal/capita/day","684","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","40","Chile","664","Food supply (kcal/capita/day)","2941","Animal Products","2010","2010","kcal/capita/day","679","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","40","Chile","664","Food supply (kcal/capita/day)","2941","Animal Products","2011","2011","kcal/capita/day","715","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","40","Chile","664","Food supply (kcal/capita/day)","2941","Animal Products","2012","2012","kcal/capita/day","730","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","40","Chile","664","Food supply (kcal/capita/day)","2941","Animal Products","2013","2013","kcal/capita/day","754","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","40","Chile","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2007","2007","g/capita/day","44.64","Fc","Calculated data"
